video_id,frame,class_id,class_name,confidence,x1,y1,x2,y2
09152008flight2tape1_7,100,8,boat,0.4725377857685089,523.5382690429688,348.9961242675781,646.7191162109375,391.47003173828125
09152008flight2tape1_7,1200,4,airplane,0.41887471079826355,256.5805358886719,138.85813903808594,318.561279296875,157.87454223632812
09152008flight2tape1_7,1200,4,airplane,0.3051452040672302,261.0555725097656,97.83380126953125,300.6263427734375,114.3018798828125
09152008flight2tape1_7,1300,4,airplane,0.3605717122554779,299.6251220703125,143.265869140625,359.5998840332031,161.5098419189453
09152008flight2tape1_7,1300,14,bird,0.29763859510421753,175.98919677734375,266.70306396484375,187.80661010742188,275.447998046875
09152008flight2tape1_7,200,2,car,0.743287205696106,463.0184326171875,252.89956665039062,514.9700927734375,288.6151123046875
09152008flight2tape2_1,1000,2,car,0.3621405065059662,409.0641784667969,259.1801452636719,449.13037109375,325.9935607910156
09152008flight2tape2_1,1000,7,truck,0.3331761956214905,408.91668701171875,258.8018493652344,448.76519775390625,325.719970703125
09152008flight2tape2_1,1100,2,car,0.37309569120407104,369.8951721191406,118.2345199584961,465.3788757324219,190.88162231445312
09152008flight2tape2_1,1100,3,motorcycle,0.3229476809501648,369.5430603027344,118.00782775878906,465.75067138671875,191.085205078125
09152008flight2tape2_1,1200,8,boat,0.6267892122268677,521.2329711914062,170.0863800048828,622.8059692382812,235.2498016357422
09152008flight2tape2_1,1200,8,boat,0.42251160740852356,521.1107788085938,169.34219360351562,622.5088500976562,203.83412170410156
09152008flight2tape2_1,1200,8,boat,0.3542242646217346,176.21170043945312,69.65232849121094,215.05641174316406,109.51480865478516
09152008flight2tape2_1,1200,8,boat,0.31551989912986755,92.50372314453125,17.280710220336914,135.98414611816406,74.2082290649414
09152008flight2tape2_1,1300,8,boat,0.4782813489437103,95.1199951171875,266.9287414550781,201.5641326904297,372.46490478515625
09152008flight2tape2_1,1300,8,boat,0.3021179735660553,95.25007629394531,303.5264892578125,202.3527374267578,371.6491394042969
09152008flight2tape2_1,1500,8,boat,0.2705122232437134,474.14508056640625,77.16419219970703,553.06103515625,132.97947692871094
09152008flight2tape2_1,400,2,car,0.33310946822166443,328.52691650390625,154.68508911132812,355.8155822753906,173.23379516601562
09152008flight2tape2_1,400,7,truck,0.329372763633728,347.18719482421875,385.8240966796875,420.76373291015625,435.9357604980469
09152008flight2tape2_1,500,8,boat,0.5130435824394226,332.2240295410156,159.97161865234375,457.8515930175781,281.5579833984375
09152008flight2tape2_1,500,8,boat,0.25209319591522217,477.3896789550781,299.2049255371094,549.8515625,327.898193359375
09152008flight2tape2_1,600,8,boat,0.6166895031929016,571.4993896484375,227.55201721191406,653.1135864257812,281.3894958496094
09152008flight2tape2_1,600,8,boat,0.37636634707450867,220.7271728515625,135.0866241455078,337.4084777832031,262.60614013671875
09152008flight2tape2_1,600,8,boat,0.25538119673728943,570.6258544921875,237.1512451171875,648.7838134765625,262.0504455566406
09152008flight2tape2_1,700,2,car,0.4126974940299988,672.38330078125,345.58050537109375,710.0097045898438,388.4881591796875
09152008flight2tape2_1,700,8,boat,0.2668363153934479,117.17369079589844,151.20733642578125,163.9010772705078,182.55995178222656
09152008flight2tape2_1,900,7,truck,0.6417230367660522,468.4826354980469,205.41107177734375,520.6480712890625,288.6879577636719
09152008flight2tape2_1,900,8,boat,0.3201664686203003,408.00689697265625,329.1849365234375,447.3187255859375,395.6108703613281
09152008flight2tape2_1,900,7,truck,0.28502804040908813,408.15625,328.9969177246094,447.6236572265625,395.210693359375
09152008flight2tape2_1,900,2,car,0.2746543884277344,166.89520263671875,204.7956085205078,222.37478637695312,269.5336608886719
09152008flight2tape2_1,900,8,boat,0.25514841079711914,220.1370086669922,124.46672058105469,309.5123596191406,182.70294189453125
09152008flight2tape3_1,1600,0,person,0.2829013466835022,260.14642333984375,101.22081756591797,305.1444396972656,159.1560821533203
09152008flight2tape1_6,0,8,boat,0.37122923135757446,508.5602111816406,227.740478515625,584.7781982421875,263.3563537597656
09152008flight2tape1_6,1100,2,car,0.2813533544540405,24.497812271118164,261.5042724609375,196.633056640625,304.4715270996094
09152008flight2tape1_6,300,2,car,0.34646764397621155,489.23052978515625,263.538818359375,509.75201416015625,275.0736999511719
09152008flight2tape1_6,300,2,car,0.30101901292800903,389.3601379394531,416.14556884765625,411.0931396484375,435.0726623535156
09152008flight2tape1_6,500,8,boat,0.4626274108886719,514.3646240234375,199.7162322998047,614.1956787109375,233.91680908203125
09152008flight2tape1_6,500,7,truck,0.3260898292064667,398.78277587890625,247.8984375,708.5990600585938,475.512939453125
09152008flight2tape1_6,600,8,boat,0.3586096465587616,219.134521484375,374.68914794921875,387.7073974609375,450.151611328125
09152008flight2tape1_6,600,8,boat,0.2884696424007416,241.6492919921875,319.6431884765625,343.76275634765625,351.71221923828125
09152008flight2tape1_6,600,8,boat,0.2578141689300537,99.23592376708984,374.42236328125,386.59307861328125,472.3094482421875
09152008flight2tape1_6,900,2,car,0.5538731217384338,125.57902526855469,402.1019287109375,197.18365478515625,435.5373840332031
09152008flight2tape1_6,900,2,car,0.44318315386772156,238.66644287109375,413.3951416015625,287.15277099609375,434.13897705078125
09152008flight2tape1_6,900,5,bus,0.4019397497177124,143.7904052734375,342.2715759277344,322.7431640625,436.1295471191406
09152008flight2tape1_6,900,2,car,0.2966148555278778,22.915496826171875,368.2954406738281,94.02679443359375,404.00897216796875
09152008flight2tape1_3,0,2,car,0.2906341254711151,689.4854736328125,206.6403350830078,710.874755859375,237.25840759277344
09152008flight2tape1_3,100,2,car,0.2633898854255676,549.8140869140625,250.70529174804688,584.3388061523438,286.42864990234375
09152008flight2tape1_3,1800,33,kite,0.40099167823791504,66.66146850585938,0.0,633.482666015625,329.1148681640625
09152008flight2tape1_3,200,2,car,0.39926913380622864,508.88006591796875,231.92520141601562,554.2085571289062,269.48779296875
09152008flight2tape1_3,200,2,car,0.3960029184818268,589.1039428710938,232.916015625,711.817626953125,369.2616882324219
09152008flight2tape1_3,200,2,car,0.2550775408744812,530.50341796875,317.2633972167969,574.3099365234375,362.9649963378906
09152008flight2tape1_3,400,0,person,0.39000803232192993,197.38157653808594,280.7496643066406,207.8907470703125,309.66265869140625
09152008flight2tape1_3,400,7,truck,0.37227317690849304,320.0962829589844,210.86842346191406,592.365478515625,457.5777587890625
09152008flight2tape1_3,400,0,person,0.3500976860523224,198.28973388671875,284.0518493652344,206.61709594726562,309.8695983886719
09152008flight2tape1_3,400,7,truck,0.32825347781181335,651.9361572265625,202.13504028320312,711.8555908203125,244.63119506835938
09152008flight2tape1_3,400,0,person,0.30394622683525085,219.52462768554688,292.9146728515625,227.5703125,310.42913818359375
09152008flight2tape1_3,400,2,car,0.2880452573299408,584.8958740234375,247.06016540527344,630.7190551757812,282.2101135253906
09152008flight2tape1_3,400,7,truck,0.2688109278678894,320.9483337402344,298.4776916503906,494.72137451171875,457.9690246582031
09152008flight2tape1_3,500,2,car,0.40795794129371643,583.030517578125,257.0469970703125,631.29052734375,291.1346130371094
09152008flight2tape1_3,500,2,car,0.35190072655677795,572.131103515625,327.5247497558594,611.4354858398438,369.12628173828125
09152008flight2tape1_3,500,7,truck,0.2732553482055664,650.57958984375,200.84246826171875,712.27001953125,255.8863067626953
09152008flight2tape1_3,600,33,kite,0.5608338117599487,14.46156120300293,11.25164794921875,585.5833740234375,377.01568603515625
09152008flight2tape1_3,700,33,kite,0.6270856261253357,38.406883239746094,15.080039978027344,588.9724731445312,378.815185546875
09152008flight2tape1_3,900,33,kite,0.4786019027233124,180.53147888183594,0.04758453369140625,659.6353759765625,311.9389343261719
09152008flight2tape2_4,0,4,airplane,0.25538501143455505,166.6584930419922,245.0516357421875,228.13702392578125,317.48065185546875
09152008flight2tape2_4,1100,2,car,0.37652841210365295,371.45648193359375,182.387939453125,397.5768737792969,208.40518188476562
09152008flight2tape2_4,1100,2,car,0.36327576637268066,380.90081787109375,220.26478576660156,437.35955810546875,249.89271545410156
09152008flight2tape2_4,1100,2,car,0.3363882899284363,438.14422607421875,293.21612548828125,475.2237854003906,313.3612060546875
09152008flight2tape2_4,1100,2,car,0.25111648440361023,351.4213562011719,203.4825897216797,376.8513488769531,223.90444946289062
09152008flight2tape2_4,200,7,truck,0.2509042024612427,281.5977478027344,41.20133972167969,318.64215087890625,74.45039367675781
09152008flight2tape1_10,1400,2,car,0.40298283100128174,338.69036865234375,193.11776733398438,356.64801025390625,203.9916534423828
09152008flight2tape1_10,1400,2,car,0.3705836832523346,367.5156555175781,172.4192657470703,398.54962158203125,195.82220458984375
09152008flight2tape1_10,1400,2,car,0.3016795814037323,369.61077880859375,207.93438720703125,414.88885498046875,238.56036376953125
09152008flight2tape1_10,1500,14,bird,0.42985841631889343,362.1593017578125,151.7654571533203,434.18524169921875,193.360107421875
09152008flight2tape1_10,1600,2,car,0.4986855983734131,542.538330078125,241.68421936035156,603.66259765625,275.67877197265625
09152008flight2tape1_10,1600,2,car,0.49784424901008606,665.033447265625,199.1393280029297,685.369140625,213.3220672607422
09152008flight2tape1_10,1600,2,car,0.4531952142715454,494.85589599609375,278.699951171875,532.1671752929688,299.9040222167969
09152008flight2tape1_10,1600,2,car,0.4105850160121918,291.2631530761719,231.92745971679688,338.45037841796875,264.7431335449219
09152008flight2tape1_10,1600,7,truck,0.2852025628089905,291.09588623046875,231.5144805908203,339.4414978027344,263.7613830566406
09152008flight2tape1_10,1700,2,car,0.5867154598236084,321.296142578125,257.6065368652344,376.55303955078125,296.12890625
09152008flight2tape1_10,1700,2,car,0.5450364351272583,334.2505798339844,216.63088989257812,369.1353454589844,243.56480407714844
09152008flight2tape1_10,1700,2,car,0.5151599645614624,374.41888427734375,232.9965057373047,425.85467529296875,263.1034240722656
09152008flight2tape1_10,1700,2,car,0.3205532729625702,380.24456787109375,207.6452178955078,464.10980224609375,258.2314758300781
09152008flight2tape1_10,1700,2,car,0.2766771912574768,451.6314697265625,151.472412109375,491.6950988769531,179.14100646972656
09152008flight2tape1_1,400,2,car,0.47739356756210327,144.85726928710938,187.45889282226562,185.99090576171875,203.03317260742188
09152008flight2tape1_1,400,2,car,0.3673480749130249,229.0511016845703,203.83950805664062,247.2306671142578,216.7259521484375
09152008flight2tape1_1,400,2,car,0.35156235098838806,192.51002502441406,173.49246215820312,214.01878356933594,186.3072509765625
09152008flight2tape1_1,400,2,car,0.3481937348842621,386.31201171875,213.59893798828125,405.93511962890625,229.8311004638672
09152008flight2tape1_1,400,2,car,0.318209707736969,356.55145263671875,204.27484130859375,379.3796691894531,224.48117065429688
09152008flight2tape2_2,1500,8,boat,0.6036678552627563,189.6189422607422,144.3524932861328,301.5316467285156,216.1380157470703
09152008flight2tape2_2,400,3,motorcycle,0.2841321527957916,479.3847961425781,355.9073791503906,551.3015747070312,435.2967834472656
09152008flight2tape2_5,1000,2,car,0.403733491897583,489.3312683105469,207.7500762939453,540.850830078125,240.31361389160156
09152008flight2tape2_5,1000,2,car,0.25810712575912476,533.58935546875,179.7005157470703,580.3466186523438,204.9289093017578
09152008flight2tape2_5,1100,6,train,0.39361056685447693,97.85783386230469,18.762725830078125,718.1353759765625,471.9977111816406
09152008flight2tape2_5,1100,2,car,0.2668284773826599,560.5318603515625,83.17235565185547,590.3917236328125,105.0416030883789
09152008flight2tape2_5,1200,2,car,0.3701099753379822,471.8625793457031,225.96981811523438,513.854736328125,252.21087646484375
09152008flight2tape2_5,1200,2,car,0.2676430642604828,429.25604248046875,224.99874877929688,458.52044677734375,241.8856658935547
09152008flight2tape2_5,1500,2,car,0.520366370677948,350.4975891113281,251.454833984375,407.4424743652344,295.2667236328125
